asset_id,path,type,source,creator,ownership,license,license_evidence,contract_ref,ai_used,ai_tool,third_party_components,commercial_ok,attribution_required,status,notes
ASSET-LITD-0038,assets/enemies/enemy_33.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0039,assets/enemies/enemy_34.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0040,assets/enemies/enemy_35.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0041,assets/enemies/enemy_36.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0042,assets/enemies/enemy_37.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0043,assets/enemies/enemy_38.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0044,assets/enemies/enemy_39.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0045,assets/heroes/breaker.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0046,assets/heroes/breaker_2.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0047,assets/heroes/duelist.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0048,assets/heroes/duelist_2.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0049,assets/heroes/inquisitor.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0050,assets/heroes/inquisitor_2.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0051,assets/heroes/mystic.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0052,assets/heroes/mystic_2.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0053,assets/heroes/occultist.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0054,assets/heroes/occultist_2.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0055,assets/heroes/ranger.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0056,assets/heroes/ranger_2.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0057,assets/heroes/scout.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0058,assets/heroes/scout_2.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0059,assets/heroes/surgeon.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0060,assets/heroes/surgeon_2.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0061,assets/heroes/vestal.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0062,assets/heroes/vestal_2.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0063,assets/heroes/watcher.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
ASSET-LITD-0064,assets/heroes/watcher_2.webp,IMAGE,REPOSITORY,TO_VERIFY,TO_VERIFY,TO_VERIFY,TO_VERIFY,N/A,TO_VERIFY,TO_VERIFY,TO_VERIFY,UNVERIFIED,TO_VERIFY,ORANGE,"Existing binary asset; provenance evidence must be attached before release."
